"school_recordid","year_numeric","disability","total_male_disability","total_female_disability","total_disability"
"42251","2021","Speech","2","1","3"
"42815","2021","Speech","6","6","12"
"41651","2021","Speech","1","0","1"
"53169","2021","Speech","1","1","2"
"38899","2021","Speech","2","0","2"
"46448","2021","Speech","2","1","3"
"39397","2021","Speech","1","0","1"
"50517","2021","Speech","3","0","3"
"49862","2021","Speech","0","1","1"
"42774","2021","Speech","2","0","2"
"43685","2021","Speech","0","1","1"
"52301","2021","Speech","0","1","1"
"45319","2021","Speech","1","0","1"
"47184","2021","Speech","2","0","2"
"42479","2021","Speech","1","9","10"
"50567","2021","Speech","0","1","1"
"42119","2021","Speech","2","0","2"
"43160","2021","Speech","1","0","1"
"41817","2021","Speech","0","1","1"
"52303","2021","Speech","0","1","1"
"38990","2021","Speech","0","1","1"
"47201","2021","Speech","2","3","5"
"40362","2021","Speech","69","54","123"
"50585","2021","Speech","4","1","5"
"49678","2021","Speech","4","0","4"
"43510","2021","Speech","2","0","2"
"43646","2021","Speech","2","0","2"
"51347","2021","Speech","0","4","4"
"45186","2021","Speech","6","5","11"
"47300","2021","Speech","1","0","1"
"42413","2021","Speech","13","0","13"
"50668","2021","Speech","1","1","2"
"42153","2021","Speech","2","0","2"
"43803","2021","Speech","0","1","1"
"41785","2021","Speech","0","1","1"
"52033","2021","Speech","2","1","3"
"38672","2021","Speech","1","0","1"
"47301","2021","Speech","4","4","8"
"41923","2021","Speech","3","1","4"
"50851","2021","Speech","1","0","1"
"49694","2021","Speech","2","3","5"
"43928","2021","Speech","1","1","2"
"43785","2021","Speech","1","0","1"
"52208","2021","Speech","1","0","1"
"44751","2021","Speech","2","2","4"
"47348","2021","Speech","1","0","1"
"42978","2021","Speech","1","0","1"
"50833","2021","Speech","0","1","1"
"42136","2021","Speech","0","1","1"
"43996","2021","Speech","0","1","1"
"42402","2021","Speech","1","0","1"
"51097","2021","Speech","0","2","2"
"38829","2021","Speech","1","4","5"
"47350","2021","Speech","0","1","1"
"41971","2021","Speech","0","1","1"
"50786","2021","Speech","1","0","1"
"49701","2021","Speech","0","1","1"
"43987","2021","Speech","0","1","1"
"43812","2021","Speech","1","0","1"
"51108","2021","Speech","1","1","2"
"44618","2021","Speech","1","0","1"
"47836","2021","Speech","0","2","2"
"42930","2021","Speech","0","2","2"
"48513","2021","Speech","0","1","1"
"42752","2021","Speech","1","0","1"
"43944","2021","Speech","1","0","1"
"42553","2021","Speech","2","0","2"
"51215","2021","Speech","3","1","4"
"39306","2021","Speech","1","1","2"
"47766","2021","Speech","11","11","22"
"41882","2021","Speech","0","1","1"
"48378","2021","Speech","3","4","7"
"49469","2021","Speech","2","2","4"
"44303","2021","Speech","2","1","3"
"44571","2021","Speech","0","1","1"
"51281","2021","Speech","0","20","20"
"45120","2021","Speech","1","1","2"
"48167","2021","Speech","0","1","1"
"43079","2021","Speech","1","2","3"
"48427","2021","Speech","0","1","1"
"43140","2021","Speech","2","0","2"
"45225","2021","Speech","0","1","1"
"42939","2021","Speech","2","2","4"
"48609","2021","Speech","3","1","4"
"39322","2021","Speech","5","4","9"
"48487","2021","Speech","5","5","10"
"41916","2021","Speech","0","1","1"
"48246","2021","Speech","2","0","2"
"49301","2021","Speech","10","11","21"
"45350","2021","Speech","0","1","1"
"44521","2021","Speech","2","0","2"
"48848","2021","Speech","3","0","3"
"43965","2021","Speech","2","0","2"
"55524","2021","Speech","1","0","1"
"43147","2021","Speech","1","0","1"
"48093","2021","Speech","1","0","1"
"42920","2021","Speech","1","0","1"
"45643","2021","Speech","0","1","1"
"42971","2021","Speech","0","1","1"
"48943","2021","Speech","1","0","1"
"39383","2021","Speech","2","1","3"
"55240","2021","Speech","5","6","11"
"41980","2021","Speech","2","0","2"
"49914","2021","Speech","1","1","2"
"49278","2021","Speech","0","1","1"
"45648","2021","Speech","1","3","4"
"44430","2021","Speech","2","0","2"
"49275","2021","Speech","0","2","2"
"44267","2021","Speech","0","1","1"
"55406","2021","Speech","2","0","2"
"43129","2021","Speech","2","0","2"
"49849","2021","Speech","2","0","2"
"43372","2021","Speech","5","2","7"
"45823","2021","Speech","1","2","3"
"42805","2021","Speech","1","0","1"
"49293","2021","Speech","0","4","4"
"39431","2021","Speech","1","0","1"
"55120","2021","Speech","0","1","1"
"42016","2021","Speech","1","2","3"
"49934","2021","Speech","0","1","1"
"49378","2021","Speech","0","2","2"
"45816","2021","Speech","1","1","2"
"44914","2021","Speech","3","2","5"
"49302","2021","Speech","2","2","4"
"44348","2021","Speech","0","1","1"
"54872","2021","Speech","1","0","1"
"43131","2021","Speech","1","0","1"
"49799","2021","Speech","1","0","1"
"43354","2021","Speech","0","1","1"
"46025","2021","Speech","1","1","2"
"43390","2021","Speech","3","1","4"
"48682","2021","Speech","3","1","4"
"39531","2021","Speech","2","0","2"
"54722","2021","Speech","2","2","4"
"42232","2021","Speech","1","1","2"
"49813","2021","Speech","2","4","6"
"38246","2021","Speech","0","1","1"
"45925","2021","Speech","0","1","1"
"45041","2021","Speech","0","1","1"
"50899","2021","Speech","1","0","1"
"44351","2021","Speech","3","2","5"
"54067","2021","Speech","1","1","2"
"43297","2021","Speech","1","0","1"
"49479","2021","Speech","1","0","1"
"43270","2021","Speech","0","1","1"
"46459","2021","Speech","2","0","2"
"43539","2021","Speech","1","0","1"
"50956","2021","Speech","7","5","12"
"39526","2021","Speech","0","1","1"
"54252","2021","Speech","1","0","1"
"42148","2021","Speech","2","1","3"
"49449","2021","Speech","2","3","5"
"38705","2021","Speech","2","3","5"
"47013","2021","Speech","0","1","1"
"44228","2021","Speech","2","0","2"
"50938","2021","Speech","0","2","2"
"44199","2021","Speech","0","1","1"
"54321","2021","Speech","0","1","1"
"43362","2021","Speech","9","0","9"
"49415","2021","Speech","3","0","3"
"43440","2021","Speech","2","0","2"
"47213","2021","Speech","2","6","8"
"43639","2021","Speech","0","1","1"
"50781","2021","Speech","1","0","1"
"39540","2021","Speech","1","0","1"
"53967","2021","Speech","0","2","2"
"42139","2021","Speech","1","0","1"
"48845","2021","Speech","2","2","4"
"39280","2021","Speech","1","0","1"
"46754","2021","Speech","0","1","1"
"45882","2021","Speech","1","1","2"
"50840","2021","Speech","0","7","7"
"46623","2021","Speech","1","1","2"
"53217","2021","Speech","0","2","2"
"43364","2021","Speech","4","2","6"
"55080","2021","Speech","2","7","9"
"43456","2021","Speech","0","1","1"
"48608","2021","Speech","2","0","2"
"43688","2021","Speech","1","0","1"
"50070","2021","Speech","39","23","62"
"39715","2021","Speech","0","1","1"
"53232","2021","Speech","2","0","2"
"42332","2021","Speech","2","1","3"
"50111","2021","Speech","2","0","2"
"39298","2021","Speech","3","0","3"
"48651","2021","Speech","4","4","8"
"46118","2021","Speech","1","0","1"
"50152","2021","Speech","3","3","6"
"46589","2021","Speech","0","2","2"
"53115","2021","Speech","1","0","1"
"43414","2021","Speech","1","0","1"
"50186","2021","Speech","2","1","3"
"43740","2021","Speech","2","4","6"
"49501","2021","Speech","4","4","8"
"43906","2021","Speech","2","3","5"
"50547","2021","Speech","1","1","2"
"39949","2021","Speech","5","5","10"
"53266","2021","Speech","2","1","3"
"42280","2021","Speech","9","9","18"
"50665","2021","Speech","2","1","3"
"39105","2021","Speech","0","1","1"
"49433","2021","Speech","0","7","7"
"45180","2021","Speech","2","1","3"
"49854","2021","Speech","2","1","3"
"46521","2021","Speech","1","1","2"
"53299","2021","Speech","0","1","1"
"43815","2021","Speech","1","1","2"
"49861","2021","Speech","2","5","7"
"43772","2021","Speech","1","2","3"
"49451","2021","Speech","0","1","1"
"43741","2021","Speech","3","2","5"
"49893","2021","Speech","0","1","1"
"39860","2021","Speech","3","3","6"
"51814","2021","Speech","1","1","2"
"42666","2021","Speech","1","1","2"
"49820","2021","Speech","3","1","4"
"38891","2021","Speech","5","1","6"
"49249","2021","Speech","0","1","1"
"45416","2021","Speech","0","1","1"
"49786","2021","Speech","5","4","9"
"46439","2021","Speech","2","2","4"
"51830","2021","Speech","1","0","1"
"43833","2021","Speech","0","2","2"
"49804","2021","Speech","1","0","1"
"43521","2021","Speech","0","1","1"
"48054","2021","Speech","1","0","1"
"43958","2021","Speech","0","1","1"
"49677","2021","Speech","2","4","6"
"40328","2021","Speech","2","1","3"
"51494","2021","Speech","5","6","11"
"43136","2021","Speech","1","1","2"
"49595","2021","Speech","1","2","3"
"38916","2021","Speech","1","3","4"
"47981","2021","Speech","1","0","1"
"46320","2021","Speech","1","0","1"
"49643","2021","Speech","5","4","9"
"45886","2021","Speech","1","1","2"
"51511","2021","Speech","3","3","6"
"43730","2021","Speech","2","0","2"
"49400","2021","Speech","2","3","5"
"43824","2021","Speech","0","1","1"
"47322","2021","Speech","1","0","1"
"43959","2021","Speech","2","0","2"
"49443","2021","Speech","4","5","9"
"40317","2021","Speech","0","1","1"
"51612","2021","Speech","1","1","2"
"42707","2021","Speech","1","0","1"
"52297","2021","Speech","0","4","4"
"39518","2021","Speech","7","6","13"
"52614","2021","Speech","1","1","2"
"47011","2021","Speech","1","0","1"
"52881","2021","Speech","4","5","9"
"47074","2021","Speech","1","10","11"
"52797","2021","Speech","0","1","1"
"43732","2021","Speech","0","2","2"
"51343","2021","Speech","0","2","2"
"44792","2021","Speech","2","0","2"
"51245","2021","Speech","3","5","8"
"45894","2021","Speech","1","1","2"
"51394","2021","Speech","0","1","1"
"40478","2021","Speech","2","0","2"
"50942","2021","Speech","0","1","1"
"43268","2021","Speech","0","1","1"
"50877","2021","Speech","1","0","1"
"39534","2021","Speech","0","1","1"
"50810","2021","Speech","2","1","3"
"47688","2021","Speech","0","3","3"
"50124","2021","Speech","2","3","5"
"47374","2021","Speech","5","2","7"
"49905","2021","Speech","3","0","3"
"43432","2021","Speech","1","0","1"
"49823","2021","Speech","1","3","4"
"45661","2021","Speech","2","3","5"
"50090","2021","Speech","2","2","4"
"46699","2021","Speech","1","0","1"
"50240","2021","Speech","1","1","2"
"41203","2021","Speech","0","1","1"
"50241","2021","Speech","0","1","1"
"43452","2021","Speech","4","4","8"
"49739","2021","Speech","3","2","5"
"39498","2021","Speech","0","1","1"
"49806","2021","Speech","2","1","3"
"47395","2021","Speech","1","0","1"
"49841","2021","Speech","1","0","1"
"47341","2021","Speech","1","1","2"
"49641","2021","Speech","1","1","2"
"43932","2021","Speech","1","0","1"
"49707","2021","Speech","1","8","9"
"45744","2021","Speech","1","0","1"
"49372","2021","Speech","1","2","3"
"46230","2021","Speech","0","1","1"
"49457","2021","Speech","8","7","15"
"41180","2021","Speech","1","4","5"
"48638","2021","Speech","2","4","6"
"43359","2021","Speech","2","1","3"
"48856","2021","Speech","1","0","1"
"40041","2021","Speech","1","1","2"
"48013","2021","Speech","15","14","29"
"47644","2021","Speech","1","0","1"
"43948","2021","Speech","1","0","1"
"45779","2021","Speech","1","0","1"
"46197","2021","Speech","2","0","2"
"41448","2021","Speech","2","3","5"
"43545","2021","Speech","2","0","2"
"40061","2021","Speech","8","3","11"
"48833","2021","Speech","1","0","1"
"47792","2021","Speech","1","2","3"
"43867","2021","Speech","0","1","1"
"46582","2021","Speech","3","0","3"
"47200","2021","Speech","0","1","1"
"41373","2021","Speech","0","1","1"
"43652","2021","Speech","0","1","1"
"40604","2021","Speech","1","0","1"
"49458","2021","Speech","4","4","8"
"47878","2021","Speech","2","0","2"
"44017","2021","Speech","1","0","1"
"46231","2021","Speech","1","2","3"
"47183","2021","Speech","0","2","2"
"41328","2021","Speech","1","0","1"
"43654","2021","Speech","1","1","2"
"40579","2021","Speech","1","0","1"
"49467","2021","Speech","1","2","3"
"47993","2021","Speech","1","0","1"
"44134","2021","Speech","1","0","1"
"47365","2021","Speech","3","0","3"
"47334","2021","Speech","0","2","2"
"41646","2021","Speech","0","1","1"
"43602","2021","Speech","1","1","2"
"40325","2021","Speech","10","2","12"
"49478","2021","Speech","0","2","2"
"55482","2021","Speech","1","0","1"
"45518","2021","Speech","0","1","1"
"47532","2021","Speech","3","1","4"
"47349","2021","Speech","0","1","1"
"41664","2021","Speech","25","5","30"
"43836","2021","Speech","1","1","2"
"40972","2021","Speech","1","0","1"
"49487","2021","Speech","4","1","5"
"55229","2021","Speech","0","1","1"
"45220","2021","Speech","0","1","1"
"47298","2021","Speech","1","2","3"
"47684","2021","Speech","3","0","3"
"41687","2021","Speech","0","1","1"
"43829","2021","Speech","0","1","1"
"40845","2021","Speech","1","0","1"
"49385","2021","Speech","1","0","1"
"55598","2021","Speech","1","0","1"
"44867","2021","Speech","4","0","4"
"47100","2021","Speech","1","0","1"
"38223","2021","Speech","0","1","1"
"41596","2021","Speech","1","0","1"
"43888","2021","Speech","1","0","1"
"41579","2021","Speech","1","0","1"
"55074","2021","Speech","0","1","1"
"54963","2021","Speech","1","1","2"
"46072","2021","Speech","0","1","1"
"47233","2021","Speech","1","0","1"
"55474","2021","Speech","5","5","10"
"42266","2021","Speech","1","0","1"
"43936","2021","Speech","1","0","1"
"41588","2021","Speech","2","0","2"
"53297","2021","Speech","1","0","1"
"55113","2021","Speech","6","6","12"
"48075","2021","Speech","0","3","3"
"47284","2021","Speech","2","0","2"
"55070","2021","Speech","0","2","2"
"42305","2021","Speech","1","2","3"
"44363","2021","Speech","2","1","3"
"41670","2021","Speech","2","0","2"
"53363","2021","Speech","0","1","1"
"54663","2021","Speech","1","0","1"
"48278","2021","Speech","1","0","1"
"47115","2021","Speech","1","1","2"
"54969","2021","Speech","1","0","1"
"42414","2021","Speech","0","1","1"
"45465","2021","Speech","0","1","1"
"41372","2021","Speech","1","1","2"
"53536","2021","Speech","1","1","2"
"54378","2021","Speech","1","0","1"
"48044","2021","Speech","4","4","8"
"48186","2021","Speech","2","0","2"
"55039","2021","Speech","0","1","1"
"42523","2021","Speech","1","0","1"
"45147","2021","Speech","0","1","1"
"41345","2021","Speech","3","4","7"
"53129","2021","Speech","6","4","10"
"54411","2021","Speech","1","0","1"
"47958","2021","Speech","6","0","6"
"48838","2021","Speech","0","1","1"
"54904","2021","Speech","9","9","18"
"42566","2021","Speech","4","0","4"
"44988","2021","Speech","2","0","2"
"42047","2021","Speech","4","0","4"
"53136","2021","Speech","1","0","1"
"54143","2021","Speech","0","1","1"
"47625","2021","Speech","1","0","1"
"55622","2021","Speech","3","0","3"
"54588","2021","Speech","2","3","5"
"42150","2021","Speech","2","1","3"
"45033","2021","Speech","2","1","3"
"42106","2021","Speech","2","0","2"
"51366","2021","Speech","3","3","6"
"53892","2021","Speech","2","0","2"
"47425","2021","Speech","2","2","4"
"55706","2021","Speech","0","1","1"
"54251","2021","Speech","0","4","4"
"42191","2021","Speech","3","3","6"
"45865","2021","Speech","0","1","1"
"41815","2021","Speech","1","1","2"
"52854","2021","Speech","0","1","1"
"54211","2021","Speech","2","0","2"
"47042","2021","Speech","0","2","2"
"54438","2021","Speech","3","0","3"
"53983","2021","Speech","1","1","2"
"42057","2021","Speech","0","2","2"
"46244","2021","Speech","1","3","4"
"42472","2021","Speech","1","0","1"
"53061","2021","Speech","1","0","1"
"53659","2021","Speech","5","2","7"
"46540","2021","Speech","1","0","1"
"54336","2021","Speech","0","4","4"
"51761","2021","Speech","1","0","1"
"41871","2021","Speech","3","0","3"
"47371","2021","Speech","1","0","1"
"42567","2021","Speech","6","5","11"
"52277","2021","Speech","1","0","1"
"53758","2021","Speech","2","2","4"
"46892","2021","Speech","1","0","1"
"54237","2021","Speech","6","2","8"
"53667","2021","Speech","4","3","7"
"43102","2021","Speech","0","1","1"
"47721","2021","Speech","1","0","1"
"42542","2021","Speech","1","0","1"
"52550","2021","Speech","2","0","2"
"53290","2021","Speech","0","1","1"
"55161","2021","Speech","1","0","1"
"54185","2021","Speech","4","3","7"
"52263","2021","Speech","4","7","11"
"43134","2021","Speech","2","2","4"
"47989","2021","Speech","2","2","4"
"42551","2021","Speech","0","1","1"
"52350","2021","Speech","1","0","1"
"53326","2021","Speech","4","4","8"
"55030","2021","Speech","0","1","1"
"53818","2021","Speech","1","1","2"
"52512","2021","Speech","1","1","2"
"43141","2021","Speech","0","2","2"
"50656","2021","Speech","1","0","1"
"42247","2021","Speech","3","0","3"
"52352","2021","Speech","1","1","2"
"53376","2021","Speech","0","1","1"
"54412","2021","Speech","0","1","1"
"53849","2021","Speech","1","0","1"
"52633","2021","Speech","1","0","1"
"43143","2021","Speech","1","0","1"
"50765","2021","Speech","2","0","2"
"42322","2021","Speech","1","1","2"
"52377","2021","Speech","2","0","2"
"53474","2021","Speech","0","1","1"
"54428","2021","Speech","2","0","2"
"53736","2021","Speech","1","0","1"
"52782","2021","Speech","2","0","2"
"43261","2021","Speech","0","1","1"
"50795","2021","Speech","1","0","1"
"42297","2021","Speech","1","2","3"
"52436","2021","Speech","5","5","10"
"53175","2021","Speech","0","1","1"
"54312","2021","Speech","0","1","1"
"53769","2021","Speech","0","1","1"
"51143","2021","Speech","1","0","1"
"43184","2021","Speech","0","1","1"
"50797","2021","Speech","1","1","2"
"42365","2021","Speech","1","0","1"
"52536","2021","Speech","1","1","2"
"52840","2021","Speech","1","0","1"
"53977","2021","Speech","1","0","1"
"53784","2021","Speech","2","0","2"
"50842","2021","Speech","2","1","3"
"43168","2021","Speech","2","0","2"
"50020","2021","Speech","1","1","2"
"42676","2021","Speech","2","2","4"
"52082","2021","Speech","0","1","1"
"53056","2021","Speech","1","0","1"
"53676","2021","Speech","1","0","1"
"53918","2021","Speech","0","2","2"
"50610","2021","Speech","0","1","1"
"43036","2021","Speech","2","0","2"
"50147","2021","Speech","1","0","1"
"42849","2021","Speech","2","2","4"
"52200","2021","Speech","0","1","1"
"52589","2021","Speech","4","3","7"
"53241","2021","Speech","1","0","1"
"53885","2021","Speech","2","3","5"
"50594","2021","Speech","0","1","1"
"42850","2021","Speech","0","10","10"
"50170","2021","Speech","5","3","8"
"43269","2021","Speech","0","2","2"
"51700","2021","Speech","0","1","1"
"52288","2021","Speech","0","1","1"
"53508","2021","Speech","2","1","3"
"53318","2021","Speech","0","1","1"
"50725","2021","Speech","1","0","1"
"43300","2021","Speech","1","2","3"
"50222","2021","Speech","2","2","4"
"43085","2021","Speech","0","1","1"
"51925","2021","Speech","1","1","2"
"50716","2021","Speech","0","1","1"
"52740","2021","Speech","2","2","4"
"53267","2021","Speech","0","2","2"
"50778","2021","Speech","1","0","1"
"43395","2021","Speech","0","4","4"
"49886","2021","Speech","4","1","5"
"43099","2021","Speech","1","1","2"
"52009","2021","Speech","0","2","2"
"51117","2021","Speech","0","2","2"
"52773","2021","Speech","1","0","1"
"51880","2021","Speech","0","1","1"
"50808","2021","Speech","6","0","6"
"43511","2021","Speech","1","0","1"
"49702","2021","Speech","3","1","4"
"43560","2021","Speech","0","3","3"
"52016","2021","Speech","0","1","1"
"51401","2021","Speech","1","0","1"
"53008","2021","Speech","0","1","1"
"51710","2021","Speech","1","0","1"
"50891","2021","Speech","9","7","16"
"43520","2021","Speech","1","0","1"
"49720","2021","Speech","7","5","12"
"43369","2021","Speech","28","22","50"
"51464","2021","Speech","2","0","2"
"52020","2021","Speech","1","1","2"
"53156","2021","Speech","1","0","1"
"52131","2021","Speech","1","0","1"
"50560","2021","Speech","1","2","3"
"43636","2021","Speech","0","2","2"
"49468","2021","Speech","4","3","7"
"43585","2021","Speech","1","1","2"
"50837","2021","Speech","1","0","1"
"52088","2021","Speech","0","4","4"
"52541","2021","Speech","2","1","3"
"51142","2021","Speech","1","1","2"
"50544","2021","Speech","4","4","8"
"43611","2021","Speech","3","2","5"
"49659","2021","Speech","1","1","2"
"43592","2021","Speech","1","0","1"
"50673","2021","Speech","4","3","7"
"52155","2021","Speech","2","2","4"
"52556","2021","Speech","2","1","3"
"51411","2021","Speech","3","1","4"
"50209","2021","Speech","0","2","2"
"43727","2021","Speech","1","1","2"
"48139","2021","Speech","6","9","15"
"43678","2021","Speech","0","1","1"
"51400","2021","Speech","1","0","1"
"51685","2021","Speech","1","0","1"
"51921","2021","Speech","1","0","1"
"50591","2021","Speech","0","2","2"
"50041","2021","Speech","1","0","1"
"43604","2021","Speech","1","0","1"
"48550","2021","Speech","1","0","1"
"43926","2021","Speech","0","1","1"
"51166","2021","Speech","0","1","1"
"51854","2021","Speech","1","1","2"
"51936","2021","Speech","1","0","1"
"50859","2021","Speech","0","1","1"
"48137","2021","Speech","5","2","7"
"43970","2021","Speech","1","0","1"
"49318","2021","Speech","0","1","1"
"43953","2021","Speech","0","1","1"
"51316","2021","Speech","0","3","3"
"51353","2021","Speech","0","2","2"
"51368","2021","Speech","2","3","5"
"50809","2021","Speech","1","0","1"
"48002","2021","Speech","2","2","4"
"43954","2021","Speech","1","0","1"
"52289","2021","Speech","1","1","2"
"43762","2021","Speech","1","3","4"
"50539","2021","Speech","0","1","1"
"50801","2021","Speech","0","3","3"
"51521","2021","Speech","4","4","8"
"50811","2021","Speech","0","2","2"
"48586","2021","Speech","1","1","2"
"43770","2021","Speech","1","0","1"
"51585","2021","Speech","0","1","1"
"43769","2021","Speech","4","4","8"
"50814","2021","Speech","0","1","1"
"50803","2021","Speech","0","1","1"
"51605","2021","Speech","0","2","2"
"50744","2021","Speech","2","2","4"
"49607","2021","Speech","1","0","1"
"43786","2021","Speech","1","1","2"
"51435","2021","Speech","1","1","2"
"44387","2021","Speech","0","3","3"
"50789","2021","Speech","2","0","2"
"50817","2021","Speech","0","2","2"
"51889","2021","Speech","6","0","6"
"50042","2021","Speech","2","10","12"
"49605","2021","Speech","1","1","2"
"45742","2021","Speech","3","2","5"
"51652","2021","Speech","1","0","1"
"45793","2021","Speech","1","0","1"
"49926","2021","Speech","2","1","3"
"50900","2021","Speech","1","1","2"
"49315","2021","Speech","0","1","1"
"50089","2021","Speech","2","2","4"
"49622","2021","Speech","0","1","1"
"45810","2021","Speech","1","1","2"
"49329","2021","Speech","1","1","2"
"45809","2021","Speech","1","0","1"
"49851","2021","Speech","2","2","4"
"50767","2021","Speech","1","1","2"
"49646","2021","Speech","1","0","1"
"49940","2021","Speech","3","3","6"
"49489","2021","Speech","0","1","1"
"45524","2021","Speech","1","0","1"
"49681","2021","Speech","4","4","8"
"45693","2021","Speech","1","1","2"
"49594","2021","Speech","1","0","1"
"50785","2021","Speech","0","1","1"
"49464","2021","Speech","0","1","1"
"50058","2021","Speech","0","3","3"
"49541","2021","Speech","0","1","1"
"45531","2021","Speech","1","0","1"
"49516","2021","Speech","0","1","1"
"44989","2021","Speech","0","1","1"
"49669","2021","Speech","1","0","1"
"50281","2021","Speech","2","2","4"
"49596","2021","Speech","3","4","7"
"49925","2021","Speech","4","3","7"
"49406","2021","Speech","0","1","1"
"45358","2021","Speech","1","0","1"
"49614","2021","Speech","3","0","3"
"45032","2021","Speech","2","0","2"
"49644","2021","Speech","0","2","2"
"50299","2021","Speech","1","0","1"
"51388","2021","Speech","1","2","3"
"49656","2021","Speech","1","0","1"
"49407","2021","Speech","2","1","3"
"44990","2021","Speech","6","0","6"
"51402","2021","Speech","0","1","1"
"45275","2021","Speech","1","0","1"
"49737","2021","Speech","3","3","6"
"50048","2021","Speech","3","0","3"
"51352","2021","Speech","1","0","1"
"49672","2021","Speech","0","1","1"
"49758","2021","Speech","1","1","2"
"44506","2021","Speech","0","3","3"
"51267","2021","Speech","1","0","1"
"45282","2021","Speech","0","1","1"
"49801","2021","Speech","1","0","1"
"50066","2021","Speech","1","1","2"
"51067","2021","Speech","2","0","2"
"49773","2021","Speech","1","0","1"
"49792","2021","Speech","2","0","2"
"44595","2021","Speech","1","0","1"
"51103","2021","Speech","4","1","5"
"45255","2021","Speech","0","1","1"
"49821","2021","Speech","4","2","6"
"50131","2021","Speech","1","0","1"
"50835","2021","Speech","1","1","2"
"49872","2021","Speech","3","2","5"
"49825","2021","Speech","0","1","1"
"44822","2021","Speech","2","0","2"
"50866","2021","Speech","3","2","5"
"46586","2021","Speech","2","0","2"
"49794","2021","Speech","2","5","7"
"50649","2021","Speech","5","4","9"
"50868","2021","Speech","2","3","5"
"49857","2021","Speech","2","0","2"
"49724","2021","Speech","0","8","8"
"47353","2021","Speech","1","0","1"
"50869","2021","Speech","1","3","4"
"46143","2021","Speech","0","1","1"
"55628","2021","Speech","1","1","2"
"50465","2021","Speech","1","0","1"
"50969","2021","Speech","1","0","1"
"49522","2021","Speech","1","1","2"
"49689","2021","Speech","3","3","6"
"46960","2021","Speech","1","0","1"
"50818","2021","Speech","1","0","1"
"48122","2021","Speech","1","1","2"
"55710","2021","Speech","1","0","1"
"48597","2021","Speech","2","0","2"
"50800","2021","Speech","2","2","4"
"49321","2021","Speech","2","0","2"
"49958","2021","Speech","9","8","17"
"45924","2021","Speech","0","1","1"
"50783","2021","Speech","1","3","4"
"47163","2021","Speech","3","2","5"
"55167","2021","Speech","1","6","7"
"48276","2021","Speech","0","1","1"
"50151","2021","Speech","1","0","1"
"46895","2021","Speech","1","0","1"
"49272","2021","Speech","1","0","1"
"46242","2021","Speech","3","3","6"
"50582","2021","Speech","1","0","1"
"48140","2021","Speech","2","0","2"
"50686","2021","Speech","1","0","1"
"48293","2021","Speech","0","4","4"
"50217","2021","Speech","1","5","6"
"48199","2021","Speech","0","1","1"
"50735","2021","Speech","1","1","2"
"46460","2021","Speech","0","1","1"
"49900","2021","Speech","0","2","2"
"48581","2021","Speech","2","2","4"
"49950","2021","Speech","1","0","1"
"48480","2021","Speech","4","5","9"
"49867","2021","Speech","1","3","4"
"48616","2021","Speech","0","1","1"
"48561","2021","Speech","1","0","1"
"48382","2021","Speech","0","1","1"
"48428","2021","Speech","2","1","3"
"47712","2021","Speech","1","0","1"
"49749","2021","Speech","0","1","1"
"48073","2021","Speech","2","2","4"
"49632","2021","Speech","0","1","1"
"48891","2021","Speech","1","4","5"
"49663","2021","Speech","1","0","1"
"49684","2021","Speech","10","6","16"
"49665","2021","Speech","0","1","1"
"50036","2021","Speech","1","1","2"
"49466","2021","Speech","1","1","2"
"49845","2021","Speech","3","3","6"
"49548","2021","Speech","0","1","1"
"48895","2021","Speech","0","2","2"
"48897","2021","Speech","0","2","2"
"48948","2021","Speech","3","2","5"
"49430","2021","Speech","8","8","16"
"49264","2021","Speech","4","1","5"
"49296","2021","Speech","0","1","1"
"55132","2021","Visual","0","1","1"
"55327","2021","Visual","0","1","1"
"47437","2021","Visual","2","0","2"
"49556","2021","Visual","1","0","1"
"49578","2021","Visual","1","1","2"
"49276","2021","Visual","1","0","1"
"48856","2021","Visual","2","2","4"
"49705","2021","Visual","1","4","5"
"48895","2021","Visual","1","0","1"
"48923","2021","Visual","2","1","3"
"47766","2021","Visual","7","6","13"
"48566","2021","Visual","1","0","1"
"49694","2021","Visual","2","0","2"
"49867","2021","Visual","1","2","3"
"48604","2021","Visual","0","25","25"
"49282","2021","Visual","0","1","1"
"49415","2021","Visual","0","3","3"
"55434","2021","Visual","1","1","2"
"47948","2021","Visual","1","2","3"
"49792","2021","Visual","1","0","1"
"49728","2021","Visual","2","3","5"
"49278","2021","Visual","0","1","1"
"48839","2021","Visual","4","3","7"
"49769","2021","Visual","3","2","5"
"49430","2021","Visual","6","7","13"
"48937","2021","Visual","0","1","1"
"48073","2021","Visual","2","2","4"
"47373","2021","Visual","1","1","2"
"49780","2021","Visual","0","4","4"
"49998","2021","Visual","1","0","1"
"49457","2021","Visual","4","4","8"
"49381","2021","Visual","2","1","3"
"49400","2021","Visual","4","7","11"
"49897","2021","Visual","1","2","3"
"49293","2021","Visual","0","1","1"
"49808","2021","Visual","4","2","6"
"49853","2021","Visual","3","7","10"
"49285","2021","Visual","1","1","2"
"49458","2021","Visual","9","5","14"
"49794","2021","Visual","1","7","8"
"49450","2021","Visual","2","1","3"
"48939","2021","Visual","1","0","1"
"49309","2021","Visual","1","0","1"
"47348","2021","Visual","0","1","1"
"49835","2021","Visual","3","7","10"
