"school_recordid","year_numeric","disability","total_male_disability","total_female_disability","total_disability"
"21097","2019","Learning","0","1","1"
"22543","2019","Learning","0","2","2"
"21217","2019","Learning","1","4","5"
"22360","2019","Learning","2","0","2"
"21013","2019","Learning","1","0","1"
"22933","2019","Learning","1","3","4"
"21148","2019","Learning","1","1","2"
"23826","2019","Learning","1","0","1"
"21272","2019","Learning","1","1","2"
"22845","2019","Learning","2","2","4"
"21169","2019","Learning","1","1","2"
"22644","2019","Learning","6","3","9"
"20564","2019","Learning","2","0","2"
"22864","2019","Learning","0","2","2"
"21110","2019","Learning","0","2","2"
"23893","2019","Learning","0","3","3"
"21258","2019","Learning","1","0","1"
"23388","2019","Learning","3","2","5"
"20629","2019","Learning","16","17","33"
"22680","2019","Learning","11","13","24"
"21129","2019","Learning","1","1","2"
"23268","2019","Learning","6","7","13"
"21423","2019","Learning","2","3","5"
"23993","2019","Learning","6","3","9"
"21553","2019","Learning","2","1","3"
"23345","2019","Learning","7","11","18"
"21220","2019","Learning","1","0","1"
"22962","2019","Learning","3","5","8"
"22586","2019","Learning","2","3","5"
"23818","2019","Learning","0","1","1"
"21127","2019","Learning","3","3","6"
"24261","2019","Learning","0","10","10"
"21331","2019","Learning","35","40","75"
"23838","2019","Learning","1","1","2"
"20579","2019","Learning","1","1","2"
"22887","2019","Learning","4","3","7"
"21029","2019","Learning","2","0","2"
"23819","2019","Learning","3","0","3"
"21341","2019","Learning","1","2","3"
"24430","2019","Learning","1","0","1"
"21470","2019","Learning","6","14","20"
"23806","2019","Learning","2","0","2"
"21588","2019","Learning","1","0","1"
"22803","2019","Learning","0","1","1"
"22470","2019","Learning","5","7","12"
"23750","2019","Learning","1","0","1"
"21229","2019","Learning","3","6","9"
"24494","2019","Learning","0","1","1"
"21315","2019","Learning","2","2","4"
"23738","2019","Learning","0","2","2"
"21317","2019","Learning","0","1","1"
"23346","2019","Learning","4","5","9"
"21546","2019","Learning","2","2","4"
"23971","2019","Learning","0","2","2"
"21618","2019","Learning","1","1","2"
"24378","2019","Learning","0","1","1"
"21756","2019","Learning","10","20","30"
"23679","2019","Learning","1","1","2"
"21569","2019","Learning","1","0","1"
"23180","2019","Learning","2","2","4"
